station_id,date,time,timestamp,temperature_c,rainfall_mm,humidity_pct,wind_speed_ms,solar_radiation_wm2,pressure_hpa,dewpoint_c
WS-DE-02,2023-01-07,12:00:00,2023-01-07T12:00:00Z,18.1,6.4,76.1,0.5,836.7,1014.2,11.6
WS-FR-03,2023-01-07,12:00:00,2023-01-07T12:00:00Z,24.7,16.8,53.7,1.5,614.6,1004.9,-0.6
WS-NL-01,2023-01-08,12:00:00,2023-01-08T12:00:00Z,28.9,18.0,49.5,5.0,397.1,1008.1,-1.1
WS-DE-02,2023-01-08,12:00:00,2023-01-08T12:00:00Z,0.1,10.5,91.1,10.3,817.4,1017.7,-1.0
WS-FR-03,2023-01-08,12:00:00,2023-01-08T12:00:00Z,16.9,0.0,48.6,6.7,543.0,1019.5,3.9
WS-NL-01,2023-01-09,12:00:00,2023-01-09T12:00:00Z,12.7,5.3,60.8,13.6,726.6,997.6,-7.5
WS-DE-02,2023-01-09,12:00:00,2023-01-09T12:00:00Z,15.6,15.8,51.8,12.4,688.5,1020.3,-3.3
WS-FR-03,2023-01-09,12:00:00,2023-01-09T12:00:00Z,3.0,0.6,45.9,7.4,772.3,993.3,2.4
WS-NL-01,2023-01-10,12:00:00,2023-01-10T12:00:00Z,20.2,4.9,75.3,7.7,257.4,1019.5,-9.8
WS-DE-02,2023-01-10,12:00:00,2023-01-10T12:00:00Z,25.0,19.3,36.9,6.7,199.5,1033.1,5.5
WS-FR-03,2023-01-10,12:00:00,2023-01-10T12:00:00Z,-3.0,6.2,85.1,7.1,731.2,1020.0,19.6
WS-NL-01,2023-01-11,12:00:00,2023-01-11T12:00:00Z,18.8,23.8,87.9,9.4,661.4,1012.7,14.9
WS-DE-02,2023-01-11,12:00:00,2023-01-11T12:00:00Z,16.9,22.4,78.3,7.4,270.3,1001.1,9.1
WS-FR-03,2023-01-11,12:00:00,2023-01-11T12:00:00Z,25.6,13.0,70.7,4.5,115.9,1002.9,-1.8
WS-NL-01,2023-01-12,12:00:00,2023-01-12T12:00:00Z,7.8,13.5,39.0,3.9,639.9,1021.8,-8.1
WS-DE-02,2023-01-12,12:00:00,2023-01-12T12:00:00Z,11.3,13.6,57.0,3.5,407.1,1030.7,7.5
WS-FR-03,2023-01-12,12:00:00,2023-01-12T12:00:00Z,22.8,21.4,79.8,6.0,55.0,1005.8,12.6
WS-NL-01,2023-01-13,12:00:00,2023-01-13T12:00:00Z,29.1,23.8,57.2,11.3,514.2,1017.1,-3.4
WS-DE-02,2023-01-13,12:00:00,2023-01-13T12:00:00Z,3.8,10.9,31.9,5.4,627.3,1008.2,-5.0
WS-FR-03,2023-01-13,12:00:00,2023-01-13T12:00:00Z,13.7,3.2,70.4,0.9,384.9,1015.4,-9.2
WS-NL-01,2023-01-14,12:00:00,2023-01-14T12:00:00Z,20.7,3.4,60.0,1.2,372.2,999.5,-0.2
WS-DE-02,2023-01-14,12:00:00,2023-01-14T12:00:00Z,25.4,9.5,78.9,12.6,264.4,993.7,-9.4
WS-FR-03,2023-01-14,12:00:00,2023-01-14T12:00:00Z,16.6,25.0,52.7,9.9,714.0,1019.3,12.6
WS-NL-01,2023-01-15,12:00:00,2023-01-15T12:00:00Z,33.0,5.0,31.3,2.7,157.3,1020.1,6.9
WS-DE-02,2023-01-15,12:00:00,2023-01-15T12:00:00Z,3.7,17.5,79.8,2.9,566.2,1023.7,-6.6
WS-FR-03,2023-01-15,12:00:00,2023-01-15T12:00:00Z,27.8,24.1,37.0,0.9,315.2,1020.5,18.7
WS-NL-01,2023-01-16,12:00:00,2023-01-16T12:00:00Z,10.9,17.9,34.9,10.5,583.2,994.6,13.2
WS-DE-02,2023-01-16,12:00:00,2023-01-16T12:00:00Z,29.0,15.0,37.9,14.8,715.2,1005.6,2.9
WS-FR-03,2023-01-16,12:00:00,2023-01-16T12:00:00Z,9.8,12.6,52.2,12.8,749.0,994.7,18.8
WS-NL-01,2023-01-17,12:00:00,2023-01-17T12:00:00Z,20.4,20.7,76.0,6.8,673.7,1033.4,-1.9
WS-DE-02,2023-01-17,12:00:00,2023-01-17T12:00:00Z,27.3,13.5,61.4,6.8,671.4,1002.1,15.6
WS-FR-03,2023-01-17,12:00:00,2023-01-17T12:00:00Z,28.2,2.2,87.3,4.0,445.0,1017.5,1.4
WS-NL-01,2023-01-18,12:00:00,2023-01-18T12:00:00Z,-3.9,21.3,41.8,3.6,728.2,1005.3,16.4
WS-DE-02,2023-01-18,12:00:00,2023-01-18T12:00:00Z,23.0,6.9,30.7,14.2,122.8,1022.4,4.7
WS-FR-03,2023-01-18,12:00:00,2023-01-18T12:00:00Z,25.3,17.3,72.0,7.6,724.0,994.2,-3.4
WS-NL-01,2023-01-19,12:00:00,2023-01-19T12:00:00Z,22.7,7.7,67.8,7.4,501.3,1009.1,12.4
WS-DE-02,2023-01-19,12:00:00,2023-01-19T12:00:00Z,8.2,17.6,47.6,4.1,152.6,998.7,-6.4
WS-FR-03,2023-01-19,12:00:00,2023-01-19T12:00:00Z,16.4,19.1,42.0,3.6,461.6,1022.6,19.3
WS-NL-01,2023-01-20,12:00:00,2023-01-20T12:00:00Z,16.0,7.1,36.5,3.3,243.4,998.1,-9.6
WS-DE-02,2023-01-20,12:00:00,2023-01-20T12:00:00Z,16.4,6.9,93.3,8.5,642.8,995.7,16.1
WS-FR-03,2023-01-20,12:00:00,2023-01-20T12:00:00Z,14.6,21.8,67.3,7.3,424.4,998.3,-8.5
WS-NL-01,2023-01-21,12:00:00,2023-01-21T12:00:00Z,32.6,11.9,83.4,6.3,113.0,1018.3,-8.4
WS-DE-02,2023-01-21,12:00:00,2023-01-21T12:00:00Z,1.0,14.1,49.7,14.9,150.7,1024.4,8.2
WS-FR-03,2023-01-21,12:00:00,2023-01-21T12:00:00Z,26.6,5.6,64.0,7.0,426.3,1028.7,19.7
WS-NL-01,2023-01-22,12:00:00,2023-01-22T12:00:00Z,7.2,15.5,69.6,11.2,855.5,999.4,-3.7
WS-DE-02,2023-01-22,12:00:00,2023-01-22T12:00:00Z,21.4,3.9,41.3,1.6,52.3,1010.3,7.8
WS-FR-03,2023-01-22,12:00:00,2023-01-22T12:00:00Z,6.7,5.8,76.0,10.7,435.9,1020.9,17.7
WS-NL-01,2023-01-23,12:00:00,2023-01-23T12:00:00Z,26.5,15.6,73.0,14.0,411.4,1014.5,9.4
WS-DE-02,2023-01-23,12:00:00,2023-01-23T12:00:00Z,31.3,20.7,34.6,2.9,311.5,1023.7,7.1
WS-FR-03,2023-01-23,12:00:00,2023-01-23T12:00:00Z,6.5,3.1,74.8,10.6,851.3,1012.5,4.8
WS-NL-01,2023-01-24,12:00:00,2023-01-24T12:00:00Z,-1.8,1.0,58.1,5.2,262.8,994.1,18.9
WS-DE-02,2023-01-24,12:00:00,2023-01-24T12:00:00Z,28.4,14.4,91.8,15.0,621.4,1002.1,-8.8
WS-FR-03,2023-01-24,12:00:00,2023-01-24T12:00:00Z,25.3,11.8,72.3,13.8,204.3,1016.3,9.0
WS-NL-01,2023-01-25,12:00:00,2023-01-25T12:00:00Z,14.7,2.3,52.6,5.3,619.6,1028.6,-0.1
WS-DE-02,2023-01-25,12:00:00,2023-01-25T12:00:00Z,22.7,7.2,91.4,12.3,517.6,1010.5,-0.6
WS-FR-03,2023-01-25,12:00:00,2023-01-25T12:00:00Z,7.9,24.3,56.3,8.0,889.9,1019.6,6.3
WS-NL-01,2023-01-26,12:00:00,2023-01-26T12:00:00Z,11.5,4.7,53.5,11.5,581.6,1024.2,-3.9
WS-DE-02,2023-01-26,12:00:00,2023-01-26T12:00:00Z,17.0,23.2,58.5,10.6,153.2,1033.8,8.3
WS-FR-03,2023-01-26,12:00:00,2023-01-26T12:00:00Z,4.6,4.0,65.8,8.5,129.2,1034.7,17.4
WS-NL-01,2023-01-27,12:00:00,2023-01-27T12:00:00Z,13.5,2.9,84.1,7.7,659.1,1012.9,-1.8
WS-DE-02,2023-01-27,12:00:00,2023-01-27T12:00:00Z,28.4,24.5,45.8,8.5,376.0,1031.5,5.2
WS-FR-03,2023-01-27,12:00:00,2023-01-27T12:00:00Z,30.2,21.6,48.0,12.0,402.7,1032.0,5.2
WS-NL-01,2023-01-28,12:00:00,2023-01-28T12:00:00Z,27.8,7.1,49.4,9.0,899.1,1012.0,-5.5
WS-DE-02,2023-01-28,12:00:00,2023-01-28T12:00:00Z,16.5,8.6,65.9,8.4,437.0,1004.5,-4.3
WS-FR-03,2023-01-28,12:00:00,2023-01-28T12:00:00Z,22.9,14.3,45.2,11.7,87.1,1023.5,11.2
WS-NL-01,2023-01-29,12:00:00,2023-01-29T12:00:00Z,27.5,9.7,73.1,12.4,883.7,1012.3,-8.9
WS-DE-02,2023-01-29,12:00:00,2023-01-29T12:00:00Z,15.1,14.8,86.5,13.2,424.3,1013.7,3.7
WS-FR-03,2023-01-29,12:00:00,2023-01-29T12:00:00Z,23.9,10.2,72.6,2.7,449.1,1033.6,0.2
WS-NL-01,2023-01-30,12:00:00,2023-01-30T12:00:00Z,22.7,16.2,85.4,12.9,780.4,1007.1,-0.5
WS-DE-02,2023-01-30,12:00:00,2023-01-30T12:00:00Z,23.7,19.0,86.7,1.0,108.2,1018.4,17.6
WS-FR-03,2023-01-30,12:00:00,2023-01-30T12:00:00Z,34.9,18.7,58.2,1.9,588.7,1029.3,3.3
WS-NL-01,2023-01-31,12:00:00,2023-01-31T12:00:00Z,22.8,22.6,33.0,12.0,299.4,1006.9,-5.6
WS-DE-02,2023-01-31,12:00:00,2023-01-31T12:00:00Z,16.2,14.1,81.5,3.0,117.1,1029.2,8.6
WS-FR-03,2023-01-31,12:00:00,2023-01-31T12:00:00Z,4.6,22.8,39.3,7.2,265.9,1001.5,-9.7
WS-NL-01,2023-02-01,12:00:00,2023-02-01T12:00:00Z,27.2,22.5,74.0,2.8,425.5,1005.6,7.6
WS-DE-02,2023-02-01,12:00:00,2023-02-01T12:00:00Z,20.6,10.6,46.3,12.8,219.3,1007.3,4.5
WS-FR-03,2023-02-01,12:00:00,2023-02-01T12:00:00Z,4.5,14.3,67.4,14.9,300.9,1034.0,9.7
WS-NL-01,2023-02-02,12:00:00,2023-02-02T12:00:00Z,6.0,14.1,74.6,11.3,91.7,1017.3,4.9
WS-DE-02,2023-02-02,12:00:00,2023-02-02T12:00:00Z,31.2,7.2,81.9,9.3,349.5,1018.6,8.6
WS-FR-03,2023-02-02,12:00:00,2023-02-02T12:00:00Z,22.1,18.0,72.8,12.7,584.0,1030.7,9.4
WS-NL-01,2023-02-03,12:00:00,2023-02-03T12:00:00Z,7.4,11.0,67.7,11.1,126.6,1003.3,12.4
WS-DE-02,2023-02-03,12:00:00,2023-02-03T12:00:00Z,2.0,3.3,65.1,14.6,501.2,1031.1,14.9
WS-FR-03,2023-02-03,12:00:00,2023-02-03T12:00:00Z,5.3,20.6,61.3,12.2,684.6,1005.2,-6.5
WS-NL-01,2023-02-04,12:00:00,2023-02-04T12:00:00Z,33.5,3.5,92.8,13.0,665.6,1034.1,19.0
WS-DE-02,2023-02-04,12:00:00,2023-02-04T12:00:00Z,27.2,9.1,81.4,0.7,506.1,1010.5,10.2
WS-FR-03,2023-02-04,12:00:00,2023-02-04T12:00:00Z,21.9,14.6,83.5,14.1,142.1,1000.5,-9.2
WS-NL-01,2023-02-05,12:00:00,2023-02-05T12:00:00Z,30.4,14.0,89.5,3.7,103.7,1027.1,17.3
WS-DE-02,2023-02-05,12:00:00,2023-02-05T12:00:00Z,7.1,10.2,39.1,14.2,308.7,1012.2,-7.1
WS-FR-03,2023-02-05,12:00:00,2023-02-05T12:00:00Z,30.5,3.4,59.5,10.2,681.7,1032.6,2.6
WS-NL-01,2023-02-06,12:00:00,2023-02-06T12:00:00Z,24.7,3.9,57.0,1.9,465.9,1008.4,18.5
WS-DE-02,2023-02-06,12:00:00,2023-02-06T12:00:00Z,-3.7,9.3,58.8,14.3,777.1,994.5,10.6
WS-FR-03,2023-02-06,12:00:00,2023-02-06T12:00:00Z,16.8,24.4,53.3,6.3,211.3,995.5,15.4
WS-NL-01,2023-02-07,12:00:00,2023-02-07T12:00:00Z,13.2,16.6,71.7,9.2,68.2,1025.4,-2.7
WS-DE-02,2023-02-07,12:00:00,2023-02-07T12:00:00Z,0.0,14.1,34.5,11.6,226.1,999.7,16.1
WS-FR-03,2023-02-07,12:00:00,2023-02-07T12:00:00Z,8.1,3.7,88.5,0.5,779.6,996.5,-6.1
WS-NL-01,2023-02-08,12:00:00,2023-02-08T12:00:00Z,5.0,4.4,73.0,0.9,62.6,1025.5,-2.9
WS-DE-02,2023-02-08,12:00:00,2023-02-08T12:00:00Z,8.0,4.4,33.4,11.3,497.2,1023.6,4.3
WS-FR-03,2023-02-08,12:00:00,2023-02-08T12:00:00Z,26.1,12.8,37.1,7.8,853.6,992.0,13.5
WS-NL-01,2023-02-09,12:00:00,2023-02-09T12:00:00Z,29.7,13.0,59.8,14.5,101.7,1011.6,2.0
WS-DE-02,2023-02-09,12:00:00,2023-02-09T12:00:00Z,22.4,12.3,89.1,1.6,118.7,1017.4,-8.0
WS-FR-03,2023-02-09,12:00:00,2023-02-09T12:00:00Z,6.0,15.8,65.6,5.2,895.4,1013.9,3.6
WS-NL-01,2023-02-10,12:00:00,2023-02-10T12:00:00Z,19.2,2.5,75.6,12.9,603.3,1024.6,11.6
WS-DE-02,2023-02-10,12:00:00,2023-02-10T12:00:00Z,3.6,11.3,44.9,5.4,435.5,1008.7,-7.1
WS-FR-03,2023-02-10,12:00:00,2023-02-10T12:00:00Z,12.1,16.6,54.3,2.7,834.5,993.0,15.0
WS-NL-01,2023-02-11,12:00:00,2023-02-11T12:00:00Z,-1.3,2.4,78.0,12.3,522.9,1016.4,6.8
WS-DE-02,2023-02-11,12:00:00,2023-02-11T12:00:00Z,8.2,3.1,53.0,10.1,687.7,1029.1,11.6
WS-FR-03,2023-02-11,12:00:00,2023-02-11T12:00:00Z,33.7,15.0,52.9,8.9,230.8,1019.6,-3.3
WS-NL-01,2023-02-12,12:00:00,2023-02-12T12:00:00Z,-0.7,21.1,53.9,11.6,538.0,1026.3,15.4
WS-DE-02,2023-02-12,12:00:00,2023-02-12T12:00:00Z,34.0,20.5,69.9,9.8,72.3,1031.8,14.9
WS-FR-03,2023-02-12,12:00:00,2023-02-12T12:00:00Z,5.7,4.5,75.7,5.0,338.9,990.3,16.1
WS-NL-01,2023-02-13,12:00:00,2023-02-13T12:00:00Z,17.7,10.0,39.2,9.7,76.1,1023.6,-3.5
WS-DE-02,2023-02-13,12:00:00,2023-02-13T12:00:00Z,11.8,8.5,54.1,11.0,710.3,1015.5,-7.5
WS-FR-03,2023-02-13,12:00:00,2023-02-13T12:00:00Z,-2.9,3.9,70.2,10.3,281.3,1019.8,4.6
WS-NL-01,2023-02-14,12:00:00,2023-02-14T12:00:00Z,12.7,6.8,79.1,2.2,415.4,1002.7,10.4
WS-DE-02,2023-02-14,12:00:00,2023-02-14T12:00:00Z,14.5,16.7,33.0,6.2,559.4,990.3,-1.0
WS-FR-03,2023-02-14,12:00:00,2023-02-14T12:00:00Z,3.4,3.4,46.6,5.3,56.6,1023.6,-4.7
WS-NL-01,2023-02-15,12:00:00,2023-02-15T12:00:00Z,10.2,17.6,62.5,12.6,735.3,993.2,15.9
WS-DE-02,2023-02-15,12:00:00,2023-02-15T12:00:00Z,-3.3,0.5,89.9,13.0,539.4,1015.8,11.3
WS-FR-03,2023-02-15,12:00:00,2023-02-15T12:00:00Z,11.7,2.9,31.4,5.2,731.1,1017.8,15.0
WS-NL-01,2023-02-16,12:00:00,2023-02-16T12:00:00Z,31.8,2.2,84.9,4.0,550.5,1013.6,1.9
WS-DE-02,2023-02-16,12:00:00,2023-02-16T12:00:00Z,7.4,8.5,51.6,2.9,483.9,995.1,5.3
WS-FR-03,2023-02-16,12:00:00,2023-02-16T12:00:00Z,31.2,8.7,77.3,12.4,742.8,1000.6,-5.6
WS-NL-01,2023-02-17,12:00:00,2023-02-17T12:00:00Z,2.9,15.1,79.4,10.0,200.6,1024.8,4.8
WS-DE-02,2023-02-17,12:00:00,2023-02-17T12:00:00Z,25.2,19.0,59.2,13.9,529.8,1018.6,8.7
WS-FR-03,2023-02-17,12:00:00,2023-02-17T12:00:00Z,29.6,15.7,39.8,1.5,425.9,1003.6,-1.8
WS-NL-01,2023-02-18,12:00:00,2023-02-18T12:00:00Z,-2.8,12.7,50.2,7.1,98.4,1027.4,-7.7
WS-DE-02,2023-02-18,12:00:00,2023-02-18T12:00:00Z,29.6,21.4,70.0,7.9,443.3,1014.9,13.8
WS-FR-03,2023-02-18,12:00:00,2023-02-18T12:00:00Z,30.8,11.2,82.6,10.0,323.3,1011.4,-5.5
WS-NL-01,2023-02-19,12:00:00,2023-02-19T12:00:00Z,-2.5,2.6,88.4,5.5,657.2,1012.7,-4.8
WS-DE-02,2023-02-19,12:00:00,2023-02-19T12:00:00Z,4.9,10.9,58.6,8.1,184.9,1006.8,-1.5
WS-FR-03,2023-02-19,12:00:00,2023-02-19T12:00:00Z,11.4,8.5,68.9,11.9,600.2,993.0,-7.2
WS-NL-01,2023-02-20,12:00:00,2023-02-20T12:00:00Z,22.1,7.1,77.0,10.0,820.4,1029.3,0.0
WS-DE-02,2023-02-20,12:00:00,2023-02-20T12:00:00Z,18.3,3.5,52.7,14.5,643.7,1007.6,7.9
WS-FR-03,2023-02-20,12:00:00,2023-02-20T12:00:00Z,32.5,7.7,54.5,12.0,741.2,1020.2,14.9
WS-NL-01,2023-02-21,12:00:00,2023-02-21T12:00:00Z,24.6,17.1,64.2,9.9,409.9,1006.3,0.9
WS-DE-02,2023-02-21,12:00:00,2023-02-21T12:00:00Z,2.2,5.4,91.6,7.6,242.6,996.2,-7.7
WS-FR-03,2023-02-21,12:00:00,2023-02-21T12:00:00Z,28.8,2.5,80.1,12.6,801.1,991.7,0.1
WS-NL-01,2023-02-22,12:00:00,2023-02-22T12:00:00Z,25.7,3.3,54.5,2.9,756.6,1024.7,14.3
WS-DE-02,2023-02-22,12:00:00,2023-02-22T12:00:00Z,1.6,10.9,56.7,10.3,251.9,1010.0,-1.5
WS-FR-03,2023-02-22,12:00:00,2023-02-22T12:00:00Z,24.9,11.2,64.7,5.0,737.3,1011.1,15.1
WS-NL-01,2023-02-23,12:00:00,2023-02-23T12:00:00Z,9.7,23.7,94.0,7.2,289.5,1007.2,5.8
WS-DE-02,2023-02-23,12:00:00,2023-02-23T12:00:00Z,33.7,20.4,82.1,2.5,262.5,1018.9,16.2
WS-FR-03,2023-02-23,12:00:00,2023-02-23T12:00:00Z,17.2,2.6,85.0,12.8,292.3,1024.3,-1.8
WS-NL-01,2023-02-24,12:00:00,2023-02-24T12:00:00Z,31.2,3.7,58.4,14.2,238.7,1010.3,0.5
WS-DE-02,2023-02-24,12:00:00,2023-02-24T12:00:00Z,-3.9,1.3,62.6,3.9,895.3,1006.9,-9.2
WS-FR-03,2023-02-24,12:00:00,2023-02-24T12:00:00Z,32.2,21.0,72.2,12.0,167.0,1002.9,14.9
WS-NL-01,2023-02-25,12:00:00,2023-02-25T12:00:00Z,22.8,3.5,75.9,7.0,54.5,993.6,-2.3
WS-DE-02,2023-02-25,12:00:00,2023-02-25T12:00:00Z,28.4,13.7,77.3,8.2,144.5,1003.0,-1.0
WS-FR-03,2023-02-25,12:00:00,2023-02-25T12:00:00Z,-3.1,10.5,81.6,7.1,144.2,1030.7,7.9
WS-NL-01,2023-02-26,12:00:00,2023-02-26T12:00:00Z,-4.3,12.9,45.7,2.6,414.9,1017.7,-2.8
WS-DE-02,2023-02-26,12:00:00,2023-02-26T12:00:00Z,11.7,16.6,35.6,14.6,107.5,1013.7,5.2
WS-FR-03,2023-02-26,12:00:00,2023-02-26T12:00:00Z,34.5,13.9,55.4,7.3,590.3,1034.1,-2.4
WS-NL-01,2023-02-27,12:00:00,2023-02-27T12:00:00Z,-4.4,19.7,52.4,11.1,584.0,1024.7,12.1
WS-DE-02,2023-02-27,12:00:00,2023-02-27T12:00:00Z,8.3,1.1,65.5,12.3,198.8,1025.1,3.9
WS-FR-03,2023-02-27,12:00:00,2023-02-27T12:00:00Z,22.8,15.8,82.7,1.4,709.8,1010.6,-1.2
WS-NL-01,2023-02-28,12:00:00,2023-02-28T12:00:00Z,-3.2,5.0,32.7,14.0,488.1,1034.5,6.3
WS-DE-02,2023-02-28,12:00:00,2023-02-28T12:00:00Z,5.1,18.8,42.4,5.7,713.7,1029.0,-0.0
WS-FR-03,2023-02-28,12:00:00,2023-02-28T12:00:00Z,-0.0,9.2,87.8,11.3,810.4,1007.4,19.2
WS-NL-01,2023-03-01,12:00:00,2023-03-01T12:00:00Z,14.8,12.4,90.1,8.0,731.0,1022.7,-7.6
WS-DE-02,2023-03-01,12:00:00,2023-03-01T12:00:00Z,19.1,20.6,65.5,5.2,118.1,1019.7,-0.8
WS-FR-03,2023-03-01,12:00:00,2023-03-01T12:00:00Z,19.1,10.7,74.8,5.6,86.0,1029.2,0.6
WS-NL-01,2023-03-02,12:00:00,2023-03-02T12:00:00Z,34.9,6.9,93.7,14.2,113.8,1018.7,0.9
WS-DE-02,2023-03-02,12:00:00,2023-03-02T12:00:00Z,27.0,17.0,91.9,2.6,566.4,1025.2,-9.0
WS-FR-03,2023-03-02,12:00:00,2023-03-02T12:00:00Z,-2.3,19.5,53.8,6.1,532.2,1017.2,10.4
WS-NL-01,2023-03-03,12:00:00,2023-03-03T12:00:00Z,33.0,9.3,79.6,8.8,500.0,1007.9,9.5
WS-DE-02,2023-03-03,12:00:00,2023-03-03T12:00:00Z,5.0,2.8,77.8,7.7,378.9,1015.3,-2.1
WS-FR-03,2023-03-03,12:00:00,2023-03-03T12:00:00Z,5.4,11.2,94.8,4.6,829.0,1012.1,-6.3
WS-NL-01,2023-03-04,12:00:00,2023-03-04T12:00:00Z,29.1,11.3,88.4,7.0,124.6,1020.7,15.4
WS-DE-02,2023-03-04,12:00:00,2023-03-04T12:00:00Z,7.8,8.7,34.2,8.4,807.6,1028.3,11.4
WS-FR-03,2023-03-04,12:00:00,2023-03-04T12:00:00Z,32.1,15.9,81.6,7.9,153.2,999.0,-5.8
WS-NL-01,2023-03-05,12:00:00,2023-03-05T12:00:00Z,26.6,0.7,66.0,5.8,733.1,1014.8,8.4
WS-DE-02,2023-03-05,12:00:00,2023-03-05T12:00:00Z,-1.6,7.7,95.0,10.9,496.8,1024.6,14.7
WS-FR-03,2023-03-05,12:00:00,2023-03-05T12:00:00Z,-2.0,24.3,71.8,7.0,628.1,1005.5,16.3
WS-NL-01,2023-03-06,12:00:00,2023-03-06T12:00:00Z,26.2,16.0,41.8,14.5,417.7,1031.0,-8.3
WS-DE-02,2023-03-06,12:00:00,2023-03-06T12:00:00Z,-0.0,3.8,40.7,5.2,652.9,1005.6,18.2
WS-FR-03,2023-03-06,12:00:00,2023-03-06T12:00:00Z,30.8,21.1,46.3,9.7,518.2,995.6,-0.9
WS-NL-01,2023-03-07,12:00:00,2023-03-07T12:00:00Z,16.3,12.6,41.0,14.2,181.1,1019.6,11.6
WS-DE-02,2023-03-07,12:00:00,2023-03-07T12:00:00Z,19.2,21.1,66.6,12.5,74.1,992.0,9.2
WS-FR-03,2023-03-07,12:00:00,2023-03-07T12:00:00Z,18.1,16.3,79.9,6.5,593.1,1012.4,8.8
WS-NL-01,2023-03-08,12:00:00,2023-03-08T12:00:00Z,6.6,23.9,61.4,12.2,632.2,1003.4,-7.8
WS-DE-02,2023-03-08,12:00:00,2023-03-08T12:00:00Z,-2.6,11.0,61.5,3.5,565.7,1004.1,11.6
WS-FR-03,2023-03-08,12:00:00,2023-03-08T12:00:00Z,24.4,21.5,93.4,2.4,365.0,1015.3,-0.4
WS-NL-01,2023-03-09,12:00:00,2023-03-09T12:00:00Z,13.7,6.7,46.1,1.9,296.7,1007.3,8.5
WS-DE-02,2023-03-09,12:00:00,2023-03-09T12:00:00Z,4.9,21.6,40.4,5.2,541.0,1004.1,12.9
WS-FR-03,2023-03-09,12:00:00,2023-03-09T12:00:00Z,14.9,12.9,62.4,5.0,69.7,1032.5,5.2
WS-NL-01,2023-03-10,12:00:00,2023-03-10T12:00:00Z,33.7,5.4,52.9,1.2,470.7,1029.7,9.6
WS-DE-02,2023-03-10,12:00:00,2023-03-10T12:00:00Z,13.8,13.4,85.1,6.7,800.1,1022.7,12.9
WS-FR-03,2023-03-10,12:00:00,2023-03-10T12:00:00Z,9.6,10.0,67.1,3.3,520.2,993.3,5.1
WS-NL-01,2023-03-11,12:00:00,2023-03-11T12:00:00Z,25.6,7.0,94.3,10.4,151.0,1033.9,1.8
WS-DE-02,2023-03-11,12:00:00,2023-03-11T12:00:00Z,26.8,8.5,91.0,11.4,219.2,1012.9,5.0
WS-FR-03,2023-03-11,12:00:00,2023-03-11T12:00:00Z,-3.2,3.4,51.6,7.4,438.4,1017.3,5.5
WS-NL-01,2023-03-12,12:00:00,2023-03-12T12:00:00Z,8.1,15.3,40.6,14.9,678.4,1003.5,0.1
WS-DE-02,2023-03-12,12:00:00,2023-03-12T12:00:00Z,28.1,13.3,76.1,4.8,743.4,1006.6,10.2
